0c3aed27-7b3f-442e-9f60-f2f5c672c85d,Aldara,Valeant Pharmaceuticals North America LLC,"
1 INDICATIONS AND USAGE
ALDARA Cream is indicated for the topical treatment of:
•Clinically typical, nonhyperkeratotic, nonhypertrophic actinic keratoses (AKs) on the face or scalp in immunocompetent adults. (1.1)
•Biopsy-confirmed, primary superficial basal cell carcinoma (sBCC) in immunocompetent adults; maximum tumor diameter of 2.0 cm on trunk, neck, or extremities (excluding hands and feet), only when surgical methods are medically less appropriate and patient follow-up can be reasonably assured. (1.2)
•External genital and perianal warts/condyloma acuminata in patients 12 years or older. (1.3)
Limitations of Use: Efficacy was not demonstrated for molluscum contagiosum in children aged 2–12. (1.4, 8.4)
1.1 Actinic Keratosis
ALDARA Cream is indicated for the topical treatment of clinically typical, nonhyperkeratotic, nonhypertrophic actinic keratoses on the face or scalp in immunocompetent adults.
1.2 Superficial Basal Cell Carcinoma
ALDARA Cream is indicated for the topical treatment of biopsy-confirmed, primary superficial basal cell carcinoma (sBCC) in immunocompetent adults, with a maximum tumor diameter of 2.0 cm, located on the trunk (excluding anogenital skin), neck, or extremities (excluding hands and feet), only when surgical methods are medically less appropriate and patient follow-up can be reasonably assured.
The histological diagnosis of superficial basal cell carcinoma should be established prior to treatment, since safety and efficacy of ALDARA Cream have not been established for other types of basal cell carcinomas, including nodular and morpheaform (fibrosing or sclerosing) types.
1.3 External Genital Warts
ALDARA Cream is indicated for the treatment of external genital and perianal warts/condyloma acuminata in patients 12 years or older.
1.4 Limitations of Use
ALDARA Cream has been evaluated in children ages 2 to 12 years with molluscum contagiosum and these studies failed to demonstrate efficacy [see Use in Specific Populations (8.4)].
1.5 Unevaluated Populations
The safety and efficacy of ALDARA Cream in immunosuppressed patients have not been established.
ALDARA Cream should be used with caution in patients with pre-existing autoimmune conditions.
The efficacy and safety of ALDARA Cream have not been established for patients with Basal Cell Nevus Syndrome or Xeroderma Pigmentosum.
"
2150f73a-179b-4afc-b8ce-67c85cc72f04,Afinitor,Novartis Pharmaceuticals Corporation,"
Indications and Usage (1.6)
4/2018
Dosage and Administration (2.7, 2.8)
4/2018
Warnings and Precautions (5.2, 5.3, 5.9, 5.10)
4/2018
"
0de5bcce-0cc2-4b49-bd0d-714f1c7ec3bf,Dexamethasone Sodium Phosphate,<name>Butler Animal Health Supply</name>,"
INDICATIONS AND USAGE:
For the treatment of the following conditions:
Ophthalmic: Steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe, such as allergic conjunctivitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitis when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation; corneal injury from chemical or thermal burns, or penetration of foreign bodies.
Otic: Steroid responsive inflammatory conditions of the external auditory meatus, such as allergic otitis externa, selected purulent and nonpurulent infective otitis externa when the hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation.
"
d51402de-6021-4dc0-86ed-328d159af4f8,Dexamethasone Sodium Phosphate,"<name>Dispensing Solutions, Inc.</name>","
INDICATIONS AND USAGE:
For the treatment of the following conditions:
Ophthalmic: Steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe, such as allergic conjunctivitis, acne rosacea, superficial punctuate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitis when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation; corneal injury from chemical or thermal burns, or penetration of foreign bodies.
Otic: Steroid responsive inflammatory conditions of the external auditory meatus, such as allergic otitis externa, selected purulent and nonpurulent infective otitis externa when the hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation.
"
4fedef4f-ec96-4f36-b2f0-01e243e3b89e,Dexamethasone Sodium Phosphate,"<name>Fresenius Kabi USA, LLC</name>","
INDICATIONS AND USAGE:
Intravenous or Intramuscular Injection  
When oral therapy is not feasible and the strength, dosage form, and route of administration of the drug reasonably lend the preparation to the treatment of the condition, those products labeled for intravenous or intramuscular use are indicated as follows:•  Endocrine Disorders           Primary or secondary adrenocortical insufficiency(hydrocortisone or cortisone is the drug of choice; synthetic analogs may be used in conjunction with mineralocorticoids where applicable; in infancy, mineralocorticoid supplementation is of particular  importance)           Acute adrenocortical insufficiency(hydrocortisone or cortisone is the drug of choice; mineralocorticoid supplementation may be necessary, particularly when syntheticanalogs are used)           Preoperatively, and in the event of serious trauma or illness, in patients with known adrenal insufficiency or when adrenocortical reserve is doubtful           Shock unresponsive to conventional therapy if adrenocortical insufficiency exists or is suspected           Congenital adrenal hyperplasia           Nonsuppurative thyroiditis           Hypercalcemia associated with cancer•  Rheumatic Disorders           As adjunctive therapy for short-term administration(to tide the patient over an acute episode or exacerbation)in:           Post-traumatic osteoarthritis           Synovitis of osteoarthritis           Rheumatoid arthritis, including juvenile rheumatoid arthritis(selected cases may require low-dose maintenance therapy)           Acute and subacute bursitis            Epicondylitis           Acute nonspecific tenosynovitis           Acute gouty arthritis           Psoriatic arthritis           Ankylosing spondylitis• Collagen Diseases           During an exacerbation or as maintenance therapy in selected cases of:           Systemic lupus erythematosus           Acute rheumatic carditis           Dermatologic Diseases           Pemphigus           Severe erythema multiforme (Stevens-Johnson syndrome)           Exfoliative dermatitis           Bullous dermatitis herpetiformis           Severe seborrheic dermatitis           Severe psoriasis           Mycosis fungoides•  Allergic States           Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment in:           Bronchial asthma           Contact dermatitis           Atopic dermatitis           Serum sickness           Seasonal or perennial allergic rhinitis           Drug hypersensitivity reactions           Urticarial transfusion reactions           Acute noninfectious laryngeal edema (epinephrine is the drug of first choice)•  Ophthalmic Diseases           Severe acute and chronic allergic and inflammatory processes involving the eye, such as:           Herpes zoster ophthalmicus           Iritis, iridocyclitis           Chorioretinitis           Diffuse posterior uveitis and choroiditis           Optic neuritis           Sympathetic ophthalmia           Anterior segment inflammation           Allergic conjunctivitis           Keratitis           Allergic corneal marginal ulcers•  Gastrointestinal Diseases          To tide the patient over a critical period of the disease in:           Ulcerative colitis(Systemic therapy)           Regional enteritis(Systemic therapy)•  Respiratory Diseases          Symptomatic sarcoidosis           Berylliosis           Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy Loeffler’s syndrome not manageable by other means           Aspiration pneumonitis•  Hematologic Disorders          Acquired(autoimmune hemolytic anemia Idiopathic thrombocytopenic purpura in adults(IV only; IM administration is contraindicated)           Secondary thrombocytopenia in adults           Erythroblastopenia(RBC anemia)           Congenital(erythroid hypoplastic anemia•  Neoplastic Diseases           For palliative management of:           Leukemias and lymphomas in adults           Acute leukemia of childhood•  Edematous States           To induce diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type, or that due to lupus erythematosus•  Miscellaneous            Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy richinosis with neurologic or myocardial involvement•  Diagnostic testing of adrenocortical hyperfunction•  Cerebral Edema associated with primary or metastatic brain tumor, craniotomy, or head injury.           Use in cerebral edema is not a substitute for careful neurosurgical evaluation and definitive management such as neurosurgery or other specific therapy.
By Intra-articular or Soft Tissue Injection
        As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
        Synovitis of osteoarthritis
        Rheumatoid arthritis
        Acute and subacute bursitis
        Acute gouty arthritis
        Epicondylitis
        Acute nonspecific tenosynovitis
        Post-traumatic osteoarthritis
By Intralesional Injection
        Keloids
        Localized hypertrophic, infiltrated, inflammatory lesions of: lichen planus, psoriatic plaques, granuloma annulare and lichen simplex chronicus (neurodermatitis)
        Discoid lupus erythematosus
        Necrobiosis lipoidica diabeticorum
        Alopecia areata
        May also be useful in cystic tumors of an aponeurosis or tendon (ganglia)
"
6bdcefbe-51e3-4ca4-afda-5aeca7b6fa73,Dexamethasone Sodium Phosphate,<name>Bausch &amp; Lomb Incorporated</name>,"
INDICATIONS AND USAGE
For the treatment of the following conditions:
Ophthalmic:
Steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe, such as allergic conjunctivitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitis when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation; corneal injury from chemical or thermal burns, or penetration of foreign bodies.
Otic:
 Steroid responsive inflammatory conditions of the external auditory meatus, such as allergic otitis externa, selected purulent and nonpurulent infective otitis externa when the hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation.
"
580b36d2-1400-4096-aff1-cbc1f6d0ad4c,Dexamethasone Sodium Phosphate,"<name>Phoenix Pharmaceutical, Inc.</name>","
INDICATIONS AND USAGE:
For the treatment of the following conditions:
Ophthalmic: Steroid responsive inflammatory conditions of the palpebral and bulbar conjunctiva, cornea, and anterior segment of the globe, such as allergic conjunctivitis, acne rosacea, superficial punctate keratitis, herpes zoster keratitis, iritis, cyclitis, selected infective conjunctivitis when the inherent hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation; corneal injury from chemical or thermal burns, or penetration of foreign bodies.
Otic: Steroid responsive inflammatory conditions of the external auditory meatus, such as allergic otitis externa, selected purulent and nonpurulent infective otitis externa when the hazard of steroid use is accepted to obtain an advisable diminution in edema and inflammation.
"
c7700945-e498-4f01-9719-83cee899860d,Dexamethasone Sodium Phosphate,"<name>Physicians Total Care, Inc.</name>","
INDICATIONS AND USAGE
For the treatment of the following conditions:
OphthalmicSteroid responsive inflammatory conditions of the palpebral and 
bulbar conjunctiva, cornea, and anterior segment of the globe, such as allergic 
conjunctivitis, acne rosacea, superficial punctuate keratitis, herpes zoster 
keratitis, iritis, cyclitis, selected infective conjunctivitis when the inherent 
hazard of steroid use is accepted to obtain an advisable diminution in edema and 
inflammation; corneal injury from chemical or thermal burns, or penetration of 
foreign bodies.
OticSteroid responsive inflammatory conditions of the external 
auditory meatus, such as allergic otitis externa, selected purulent and 
nonpurulent infective otitis externa when the hazard of steroid use is accepted 
to obtain an advisable diminution in edema and inflammation.
"
0277cc0a-2fd4-4605-a310-b613be84ee26,Dexamethasone Sodium Phosphate,<name>West-Ward Pharmaceuticals Corp.</name>,Unavailable
cca2c160-9188-48e8-9505-49a52388dcb7,Dexamethasone Sodium Phosphate,"<name>Fresenius Kabi USA, LLC</name>","
INDICATIONS AND USAGE
By intravenous or intramuscular injection when oral therapy is not feasible:
1. Endocrine Disorders
     Primary or secondary adrenocortical insufficiency (hydrocortisone or cortisone is the drug of choice; synthetic analogs may be used in conjunction with mineralocorticoids
     where applicable; in infancy, mineralocorticoid supplementation is of particular importance).
     Acute adrenocortical insufficiency (hydrocortisone or cortisone is the drug of choice; mineralocorticoid supplementation may be necessary, particularly when synthetic analogs
     are used).
     Preoperatively, and in the event of serious trauma or illness, in patients with known adrenal insufficiency or when adrenocortical reserve is doubtful.
     Shock unresponsive to conventional therapy if adrenocortical insufficiency exists or is suspected.
     Congenital adrenal hyperplasia 
     Nonsuppurative thyroiditis
     Hypercalcemia associated with cancer
2. Rheumatic Disorders
     As adjunctive therapy for short-term administration (to tide the patient over an acute episode or exacerbation) in:
     Post-traumatic osteoarthritis
     Synovitis of osteoarthritis
     Rheumatoid arthritis, including juvenile rheumatoid arthritis (selected cases may require low-dose maintenance therapy).
     Acute and subacute bursitis
     Epicondylitis
     Acute nonspecific tenosynovitis
     Acute gouty arthritis
     Psoriatic arthritis
     Ankylosing spondylitis
3. Collagen Diseases
     During an exacerbation or as maintenance therapy in selected cases of:
     Systemic lupus erythematosus
     Acute rheumatic carditis
4. Dermatologic Diseases
     Pemphigus
     Severe erythema multiforme (Stevens-Johnson syndrome)
     Exfoliative dermatitis
     Bullous dermatitis herpetiformis
     Severe seborrheic dermatitis
     Severe psoriasis
     Mycosis fungoides 
5. Allergic States
     Control of severe or incapacitating allergic conditions intractable to adequate trials of conventional treatment in:
     Bronchial asthma
     Contact dermatitis
     Atopic dermatitis
     Serum sickness
     Seasonal or perennial allergic rhinitis
     Drug hypersensitivity reactions
     Urticarial transfusion reactions
     Acute noninfectious laryngeal edema (epinephrine is the drug of first choice).
6. Ophthalmic Diseases
     Severe acute and chronic allergic and inflammatory processes involving the eye, such as:
     Herpes zoster ophthalmicus
     Iritis, iridocyclitis
     Chorioretinitis
     Diffuse posterior uveitis and choroiditis
     Optic neuritis
     Sympathetic ophthalmia
     Anterior segment inflammation
     Allergic conjunctivitis
     Keratitis
     Allergic corneal marginal ulcers 
7. Gastrointestinal Diseases
     To tide the patient over a critical period of the disease in:
     Ulcerative colitis (systemic therapy)
     Regional enteritis (systemic therapy)
8. Respiratory Diseases
     Symptomatic sarcoidosis
     Berylliosis
     Fulminating or disseminated pulmonary tuberculosis when used concurrently with appropriate antituberculous chemotherapy.
     Loeffler’s syndrome not manageable by other means.
     Aspiration pneumonitis 
9. Hematologic Disorders
     Acquired (autoimmune) hemolytic anemia.
     Idiopathic thrombocytopenic purpura in adults
     (IV only; IM administration is contraindicated).
     Secondary thrombocytopenia in adults
     Erythroblastopenia (RBC anemia)
     Congenital (erythroid) hypoplastic anemia
10. Neoplastic Diseases
     For palliative management of:
     Leukemias and lymphomas in adults
     Acute leukemia of childhood
11. Edematous States
     To induce diuresis or remission of proteinuria in the nephrotic syndrome, without uremia, of the idiopathic type or that due to lupus erythematosus.
12. Miscellaneous
     Tuberculous meningitis with subarachnoid block or impending block when used concurrently with appropriate antituberculous chemotherapy.
     Trichinosis with neurologic or myocardial involvement.
13. Diagnostic testing of adrenocortical hyperfunction.
14. Cerebral Edema 
associated with primary or metastatic brain tumor, craniotomy, or head injury.  Use in cerebral edema is not a substitute for careful neurosurgical evaluation
     and definitive management such as neurosurgery or other specific therapy.   
"
